new meter diffuser on input,,,,,,,,,,,
Oct 22 2021 14:35:00,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
2,99030.875,99027.44531,99119.40625,98984.08594,204,3.43,-88.53,46.79,-91.96,43.36,135.32
3,99031.50781,99028.02344,99119.88281,98984.3125,207,3.48,-88.37,47.2,-91.86,43.71,135.57
4,99030.91406,99027.75,99119.72656,98984.39063,206,3.16,-88.81,46.52,-91.98,43.36,135.34
5,99030.89844,99027.21094,99119.26563,98984.21875,206,3.69,-88.37,46.68,-92.05,42.99,135.05
6,99030.50781,99027.3125,99119.40625,98984.39063,207,3.2,-88.9,46.12,-92.09,42.92,135.02
7,99030.53125,99027.30469,99119.14063,98984.0625,206,3.23,-88.61,46.47,-91.84,43.24,135.08
8,99031.33594,99027.34375,99119.64063,98984.25781,207,3.99,-88.3,47.08,-92.3,43.09,135.38
9,99031.57813,99027.45313,99119.70313,98984.29688,206,4.12,-88.12,47.28,-92.25,43.16,135.41
10,99031.45313,99027.84375,99119.16406,98984.36719,207,3.61,-87.71,47.09,-91.32,43.48,134.8
mu,38.765625,27.585937,26.21875,-0.085937,205.75,,,,,,
sd,0.315964,0.390651,0.28959,0.129556,1.26,,,,,,
Q,0.436932,0.28945,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
new tube diffuser on output,,,,,,,,,,,
Oct 22 2021 16:42:38,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,98991.21875,98999.20313,99092.33594,98983.78906,13,-7.98,-101.12,7.43,-93.13,15.41,108.55
2,98991.38281,98999.20313,99092.29688,98983.78906,134,-7.82,-100.91,7.59,-93.09,15.41,108.51
3,98991.76563,98999.25781,99092.35156,98983.76563,208,-7.49,-100.59,8,-93.09,15.49,108.59
4,98991.49219,98999.10938,99092.40625,98983.75781,208,-7.62,-100.91,7.73,-93.3,15.35,108.65
5,98991.71094,98999.17969,99092.41406,98983.67969,208,-7.47,-100.7,8.03,-93.23,15.5,108.73
6,98991.73438,98999.20313,99092.26563,98983.85938,207,-7.47,-100.53,7.87,-93.06,15.34,108.41
7,98991.78125,98999.07813,99092.41406,98983.57031,208,-7.3,-100.63,8.21,-93.34,15.51,108.84
8,98991.51563,98998.8125,99092.07813,98983.42188,209,-7.3,-100.56,8.09,-93.27,15.39,108.66
9,98991.60156,98998.95313,99092.08594,98983.58594,208,-7.35,-100.48,8.02,-93.13,15.37,108.5
10,98991.625,98999.0625,99092.48438,98983.78906,207,-7.44,-100.86,7.84,-93.42,15.27,108.7
Oct 22 2021 16:42:38,flow rate=0.33,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99030.17969,99026.51563,99118.61719,98983.40625,9,3.66,-88.44,46.77,-92.1,43.11,135.21
2,99029.88281,99026.67188,99118.32813,98983.375,166,3.21,-88.45,46.51,-91.66,43.3,134.95
3,99029.71875,99026.82031,99118.59375,98983.42188,207,2.9,-88.87,46.3,-91.77,43.4,135.17
4,99029.65625,99027.10156,99118.57813,98983.50781,208,2.55,-88.92,46.15,-91.48,43.59,135.07
5,99030.19531,99027.15625,99118.64844,98983.42188,208,3.04,-88.45,46.77,-91.49,43.73,135.23
6,99030.14063,99026.54688,99118.71094,98983.3125,207,3.59,-88.57,46.83,-92.16,43.23,135.4
7,99030.10156,99027.0625,99118.35156,98983.36719,208,3.04,-88.25,46.73,-91.29,43.7,134.98
8,99029.875,99026.49219,99118.39844,98983.57813,208,3.38,-88.52,46.3,-91.91,42.91,134.82
9,99030.55469,99026.75781,99118.42188,98983.30469,208,3.8,-87.87,47.25,-91.66,43.45,135.12
10,99029.46875,99026.46875,99118.24219,98983.13281,207,3,-88.77,46.34,-91.77,43.34,135.11
11,99030.15625,99026.64844,99118.45313,98983.0625,208,3.51,-88.3,47.09,-91.8,43.59,135.39
12,99030.42188,99026.05469,99118.70313,98983.375,208,4.37,-88.28,47.05,-92.65,42.68,135.33
13,99029.79688,99026.67188,99118.25,98983.22656,207,3.12,-88.45,46.57,-91.58,43.45,135.02
14,99030.10938,99026.90625,99118.67969,98983.42969,208,3.2,-88.57,46.68,-91.77,43.48,135.25
15,99029.99219,99026.50781,99118.57813,98983.36719,208,3.48,-88.59,46.63,-92.07,43.14,135.21
mu,38.390625,27.585937,26.1875,-0.351563,197.25,,,,,,
sd,0.233941,0.24943,0.135091,0.057232,20.84,,,,,,
Q,0.429542,0.283395,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
new tube diffuser on input,,,,,,,,,,,
Oct 22 2021 16:44:22,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99090.42188,98997.11719,98989.02344,98982.13281,14,93.3,101.4,108.29,8.09,14.98,6.89
2,99090.50781,98997.27344,98989.17969,98981.92969,182,93.23,101.33,108.58,8.09,15.34,7.25
3,99090.3125,98997.32031,98989.08594,98981.83594,208,92.99,101.23,108.48,8.23,15.48,7.25
4,99090.46094,98997.46875,98989.35156,98982.07031,207,92.99,101.11,108.39,8.12,15.4,7.28
5,99090.57813,98997.4375,98989.32031,98981.95313,207,93.14,101.26,108.62,8.12,15.48,7.37
6,99090.60156,98997.44531,98989.34375,98982.03906,208,93.16,101.26,108.56,8.1,15.41,7.3
7,99090.8125,98997.60938,98989.20313,98982.10938,208,93.2,101.61,108.7,8.41,15.5,7.09
8,99090.90625,98997.63281,98989.44531,98982.15625,207,93.27,101.46,108.75,8.19,15.48,7.29
9,99091.09375,98997.84375,98989.72656,98982.33594,207,93.25,101.37,108.76,8.12,15.51,7.39
10,99091.22656,98997.90625,98989.67188,98982.64844,208,93.32,101.55,108.58,8.23,15.26,7.02
Oct 22 2021 16:44:22,flow rate=0.33,N=5,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99129.49219,99023.96875,99016.73438,98982.73438,13,105.52,112.76,146.76,7.23,41.23,34
2,99129.57813,99024.32813,99016.42188,98982.44531,196,105.25,113.16,147.13,7.91,41.88,33.98
3,99129.17188,99024.14063,99016.38281,98982.17188,208,105.03,112.79,147,7.76,41.97,34.21
4,99128.99219,99024.74219,99016.22656,98982.35938,207,104.25,112.77,146.63,8.52,42.38,33.87
5,99129.39844,99024.64844,99016.35938,98982.42188,207,104.75,113.04,146.98,8.29,42.23,33.94
mu,38.882812,27,27.28125,0.445312,204.5,,,,,,
sd,0.273995,0.332345,0.21281,0.234418,5.69,,,,,,
Q,0.450463,0.322273,0.069302,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
new tube diffuser on input,,,,,,,,,,,
Oct 22 2021 16:45:10,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99091.05469,98997.97656,98989.89844,98982.52344,10,93.08,101.16,108.53,8.08,15.45,7.37
2,99091.11719,98998.03906,98989.94531,98982.15625,195,93.08,101.17,108.96,8.09,15.88,7.79
3,99091.23438,98997.92969,98989.70313,98982.35938,208,93.3,101.53,108.87,8.23,15.57,7.34
4,99091.23438,98998.11719,98989.875,98982.26563,208,93.12,101.36,108.97,8.24,15.85,7.61
5,99091.03125,98997.91406,98989.72656,98982.38281,208,93.12,101.3,108.65,8.19,15.53,7.34
6,99091.10156,98997.99219,98989.8125,98982.32813,208,93.11,101.29,108.77,8.18,15.66,7.48
7,99091,98997.84375,98989.79688,98982.15625,208,93.16,101.2,108.84,8.05,15.69,7.64
8,99091.17969,98997.85938,98989.76563,98982.53125,208,93.32,101.41,108.65,8.09,15.33,7.23
9,99090.92969,98997.89844,98989.61719,98982.25,208,93.03,101.31,108.68,8.28,15.65,7.37
10,99091.10938,98997.96094,98989.65625,98982.35938,208,93.15,101.45,108.75,8.3,15.6,7.3
Oct 22 2021 16:45:10,flow rate=0.33,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99129.41406,99024.15625,99016.5625,98982.46875,9,105.26,112.85,146.95,7.59,41.69,34.09
2,99129.71094,99023.96094,99017.03906,98982.45313,190,105.75,112.67,147.26,6.92,41.51,34.59
3,99129.75,99024.03125,99016.85938,98982.19531,204,105.72,112.89,147.55,7.17,41.84,34.66
4,99129.79688,99024,99016.45313,98982.09375,208,105.8,113.34,147.7,7.55,41.91,34.36
5,99129.33594,99024.00781,99016.60156,98982.26563,208,105.33,112.73,147.07,7.41,41.74,34.34
6,99129.53906,99024.1875,99016.42188,98982.17969,207,105.35,113.12,147.36,7.77,42.01,34.24
7,99129.96875,99024.39844,99016.53906,98982.29688,208,105.57,113.43,147.67,7.86,42.1,34.24
8,99129.30469,99023.91406,99016.38281,98982.33594,208,105.39,112.92,146.97,7.53,41.58,34.05
9,99129.51563,99023.9375,99016.33594,98982.38281,208,105.58,113.18,147.13,7.6,41.55,33.95
10,99129.52344,99024.13281,99016.60156,98982.41406,207,105.39,112.92,147.11,7.53,41.72,34.19
mu,38.515625,26.023437,26.859375,-0.023437,202.5,,,,,,
sd,0.172937,0.084505,0.269163,0.187446,8.54,,,,,,
Q,0.461869,0.337341,0.119478,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
new tube diffuser on input,,,,,,,,,,,
Oct 22 2021 16:45:49,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99091.53125,98998.32813,98990.14063,98982.78125,14,93.2,101.39,108.75,8.19,15.55,7.36
2,99091.48438,98998.3125,98990.29688,98982.77344,195,93.17,101.19,108.71,8.02,15.54,7.52
3,99091.49219,98998.23438,98990.25781,98982.88281,207,93.26,101.23,108.61,7.98,15.35,7.37
4,99091.66406,98998.00781,98990.20313,98982.96094,207,93.66,101.46,108.7,7.8,15.05,7.24
5,99091.80469,98998.20313,98990.32031,98982.78125,208,93.6,101.48,109.02,7.88,15.42,7.54
6,99091.625,98998.15625,98990.25,98982.74219,207,93.47,101.37,108.88,7.91,15.41,7.51
7,99091.46875,98998.16406,98990.17969,98982.78125,208,93.3,101.29,108.69,7.98,15.38,7.4
8,99091.42969,98997.97656,98990.07813,98982.66406,207,93.45,101.35,108.77,7.9,15.31,7.41
9,99091.46094,98998.1875,98989.8125,98982.60938,208,93.27,101.65,108.85,8.38,15.58,7.2
10,99091.35938,98998.03906,98990.15625,98982.65625,207,93.32,101.2,108.7,7.88,15.38,7.5
Oct 22 2021 16:45:49,flow rate=0.33,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99129.91406,99024.34375,99016.67188,98982.63281,10,105.57,113.24,147.28,7.67,41.71,34.04
2,99129.8125,99024.22656,99016.57031,98982.65625,206,105.59,113.24,147.16,7.66,41.57,33.91
3,99130.25,99024.03125,99016.63281,98982.70313,208,106.22,113.62,147.55,7.4,41.33,33.93
4,99129.625,99024.64844,99016.20313,98982.75781,208,104.98,113.42,146.87,8.45,41.89,33.45
5,99130.01563,99024.49219,99016.53125,98982.63281,208,105.52,113.48,147.38,7.96,41.86,33.9
6,99129.76563,99024.75,99016.38281,98982.66406,208,105.02,113.38,147.1,8.37,42.09,33.72
7,99129.53125,99023.82031,99016.28906,98982.4375,208,105.71,113.24,147.09,7.53,41.38,33.85
8,99129.86719,99024.22656,99015.9375,98982.29688,208,105.64,113.93,147.57,8.29,41.93,33.64
9,99129.32813,99023.625,99016.38281,98982.01563,208,105.7,112.95,147.31,7.24,41.61,34.37
10,99129.125,99023.69531,99015.23438,98981.61719,208,105.43,113.89,147.51,8.46,42.08,33.62
11,99128.54688,99023.07813,99014.89844,98981.1875,208,105.47,113.65,147.36,8.18,41.89,33.71
12,99128.46875,99022.79688,99015,98981.05469,208,105.67,113.47,147.41,7.8,41.74,33.95
13,99128.82031,99022.83594,99015.03906,98981.01563,208,105.98,113.78,147.8,7.8,41.82,34.02
14,99128.89844,99022.875,99015.3125,98981.0625,208,106.02,113.59,147.84,7.56,41.81,34.25
15,99128.4375,99022.88281,99014.96875,98981.21875,208,105.55,113.47,147.22,7.91,41.66,33.75
mu,38.359375,26.09375,26.296875,-0.164062,207.5,,,,,,
sd,0.262039,0.258404,0.215092,0.055243,1,,,,,,
Q,0.457661,0.326284,0.058895,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 22 2021 16:47:35,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99003.86719,99005.71094,98996.9375,98984.72656,10,-1.84,6.93,19.14,8.77,20.98,12.21
2,99003.86719,99005.49219,98997.17969,98984.6875,170,-1.62,6.69,19.18,8.31,20.8,12.49
3,99003.85938,99005.50781,98997.25781,98984.74219,204,-1.65,6.6,19.12,8.25,20.77,12.52
4,99003.88281,99005.71875,98997.1875,98984.625,207,-1.84,6.7,19.26,8.53,21.09,12.56
5,99003.8125,99005.625,98997.21094,98984.69531,207,-1.81,6.6,19.12,8.41,20.93,12.52
6,99003.96875,99005.67969,98997.38281,98984.78125,207,-1.71,6.59,19.19,8.3,20.9,12.6
7,99003.90625,99005.86719,98997.23438,98984.98438,208,-1.96,6.67,18.92,8.63,20.88,12.25
8,99003.80469,99005.51563,98997.32031,98984.76563,207,-1.71,6.48,19.04,8.2,20.75,12.55
9,99003.89844,99005.52344,98997.25,98984.71875,208,-1.62,6.65,19.18,8.27,20.8,12.53
10,99003.90625,99005.58594,98997.10938,98984.85156,207,-1.68,6.8,19.05,8.48,20.73,12.26
Oct 22 2021 16:47:35,flow rate=0.33,N=5,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99044.88281,99036.17969,99027.08594,98984.51563,10,8.7,17.8,60.37,9.09,51.66,42.57
2,99045.19531,99036.41406,99027.22656,98984.44531,123,8.78,17.97,60.75,9.19,51.97,42.78
3,99045.39844,99036.32813,99027.1875,98984.47656,207,9.07,18.21,60.92,9.14,51.85,42.71
4,99044.94531,99036.20313,99027.39844,98984.39844,208,8.74,17.55,60.55,8.8,51.8,43
5,99045.52344,99035.91406,99027.13281,98984.51563,207,9.61,18.39,61.01,8.78,51.4,42.62
mu,41.234375,30.671875,30.085937,-0.234375,186.25,,,,,,
sd,0.237479,0.109932,0.130182,0.049616,42.17,,,,,,
Q,0.424701,0.29186,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 22 2021 16:49:10,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99002.50781,99004.44531,98995.85938,98984.05469,13,-1.94,6.65,18.45,8.59,20.39,11.8
2,99002.58594,99004.48438,98995.88281,98984.32031,187,-1.9,6.7,18.27,8.6,20.16,11.56
3,99002.46094,99004.71875,98995.92969,98984.21875,208,-2.26,6.53,18.24,8.79,20.5,11.71
4,99002.59375,99004.64063,98995.90625,98984.14063,208,-2.05,6.69,18.45,8.73,20.5,11.77
5,99002.40625,99004.73438,98996.09375,98984.10938,208,-2.33,6.31,18.3,8.64,20.62,11.98
6,99002.48438,99004.76563,98995.86719,98984.27344,207,-2.28,6.62,18.21,8.9,20.49,11.59
7,99002.47656,99004.97656,98995.98438,98984.07813,208,-2.5,6.49,18.4,8.99,20.9,11.91
8,99002.3125,99004.8125,98995.85156,98984.03906,207,-2.5,6.46,18.27,8.96,20.77,11.81
9,99002.51563,99004.84375,98995.83594,98983.92969,208,-2.33,6.68,18.59,9.01,20.91,11.91
10,99002.46094,99004.90625,98995.89063,98983.95313,212,-2.45,6.57,18.51,9.02,20.95,11.94
Oct 22 2021 16:49:10,flow rate=0.33,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99044.08594,99034.60156,99025.47656,98983.26563,10,9.48,18.61,60.82,9.13,51.34,42.21
2,99044.16406,99035.01563,99026.04688,98983.22656,100,9.15,18.12,60.94,8.97,51.79,42.82
3,99044.52344,99035.27344,99026.22656,98983.30469,208,9.25,18.3,61.22,9.05,51.97,42.92
4,99044.22656,99034.67188,99025.67969,98983.10156,207,9.55,18.55,61.13,8.99,51.57,42.58
5,99044.46094,99034.90625,99025.91406,98983.03125,207,9.55,18.55,61.43,8.99,51.88,42.88
6,99043.73438,99035.26563,99026.14063,98983.09375,208,8.47,17.59,60.64,9.13,52.17,43.05
7,99043.90625,99035.4375,99026.04688,98983.00781,207,8.47,17.86,60.9,9.39,52.43,43.04
8,99044.03125,99034.86719,99026.04688,98983.1875,208,9.16,17.98,60.84,8.82,51.68,42.86
9,99044.25,99034.90625,99026.03125,98983.13281,207,9.34,18.22,61.12,8.88,51.77,42.9
10,99043.44531,99034.70313,99025.74219,98983.22656,208,8.74,17.7,60.22,8.96,51.48,42.52
mu,41.710937,30.3125,29.960937,-0.960937,180.5,,,,,,
sd,0.191154,0.312825,0.340987,0.088042,53.67,,,,,,
Q,0.441186,0.307117,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 22 2021 16:49:42,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99000.82031,99002.875,98994.45313,98982.48438,9,-2.05,6.37,18.34,8.42,20.39,11.97
2,99000.82031,99003.03125,98994.5,98982.65625,180,-2.21,6.32,18.16,8.53,20.37,11.84
3,99000.71875,99003.24219,98994.24219,98982.71875,204,-2.52,6.48,18,9,20.52,11.52
4,99000.89063,99003.07813,98994.48438,98982.72656,208,-2.19,6.41,18.16,8.59,20.35,11.76
5,99000.77344,99003.14844,98994.4375,98982.54688,207,-2.37,6.34,18.23,8.71,20.6,11.89
6,99000.75781,99003.1875,98994.45313,98982.48438,208,-2.43,6.3,18.27,8.73,20.7,11.97
7,99000.78125,99003.00781,98994.45313,98982.71875,208,-2.23,6.33,18.06,8.55,20.29,11.73
8,99000.61719,99003.10938,98994.54688,98982.59375,207,-2.49,6.07,18.02,8.56,20.52,11.95
9,99000.69531,99002.96875,98994.41406,98982.41406,208,-2.27,6.28,18.28,8.55,20.55,12
10,99000.79688,99003.07813,98994.42969,98982.52344,208,-2.28,6.37,18.27,8.65,20.55,11.91
Oct 22 2021 16:49:42,flow rate=0.33,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99043.16406,99033.71875,99024.59375,98982.03906,9,9.45,18.57,61.13,9.13,51.68,42.55
2,99042.71875,99033.49219,99024.65625,98981.76563,182,9.23,18.06,60.95,8.84,51.73,42.89
3,99043.09375,99033.77344,99024.74219,98981.78125,207,9.32,18.35,61.31,9.03,51.99,42.96
4,99043.21094,99033.72656,99024.82031,98981.89063,208,9.48,18.39,61.32,8.91,51.84,42.93
5,99043.08594,99033.70313,99024.33594,98981.76563,207,9.38,18.75,61.32,9.37,51.94,42.57
6,99042.5625,99033.57813,99024.46094,98981.57031,208,8.98,18.1,60.99,9.12,52.01,42.89
7,99042.38281,99033.60156,99024.32813,98981.51563,207,8.78,18.05,60.87,9.27,52.09,42.81
8,99042.69531,99033.42969,99024,98981.21094,207,9.27,18.7,61.48,9.43,52.22,42.79
9,99042.24219,99032.78906,99023.54688,98980.71094,208,9.45,18.7,61.53,9.24,52.08,42.84
10,99042.10156,99032.52344,99023.27344,98980.44531,207,9.58,18.83,61.66,9.25,52.08,42.83
11,99042.20313,99032.46094,99023.07031,98980.0625,208,9.74,19.13,62.14,9.39,52.4,43.01
12,99040.96875,99031.84375,99022.42969,98979.6875,207,9.13,18.54,61.28,9.41,52.16,42.74
13,99041,99031.625,99022.16406,98979.44531,207,9.38,18.84,61.55,9.46,52.18,42.72
14,99041.01563,99031.45313,99022.15625,98979.41406,208,9.56,18.86,61.6,9.3,52.04,42.74
15,99041.28125,99031.44531,99022.35156,98979.34375,207,9.84,18.93,61.94,9.09,52.1,43.01
mu,42.234375,30.617187,30.28125,-0.773437,201,,,,,,
sd,0.223989,0.126054,0.099027,0.126376,12.68,,,,,,
Q,0.4454,0.310358,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 22 2021 16:51:00,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,98991.09375,98999.48438,98997.3125,98978.875,13,-8.39,-6.22,12.22,2.17,20.61,18.44
2,98991.39063,98999.6875,98997.28125,98978.67969,209,-8.3,-5.89,12.71,2.41,21.01,18.6
3,98991.3125,98999.69531,98997.1875,98978.85156,207,-8.38,-5.87,12.46,2.51,20.84,18.34
4,98991.44531,98999.60156,98997.23438,98978.85938,207,-8.16,-5.79,12.59,2.37,20.74,18.37
5,98991.60938,98999.38281,98997.42188,98978.86719,207,-7.77,-5.81,12.74,1.96,20.52,18.55
6,98991.60156,98999.71875,98997.45313,98978.98438,208,-8.12,-5.85,12.62,2.27,20.73,18.47
7,98991.53125,98999.67188,98997.35156,98978.89063,207,-8.14,-5.82,12.64,2.32,20.78,18.46
8,98991.52344,98999.57031,98997.32031,98978.82813,207,-8.05,-5.8,12.7,2.25,20.74,18.49
9,98991.5,98999.47656,98997.40625,98978.74219,208,-7.98,-5.91,12.76,2.07,20.73,18.66
10,98991.48438,98999.57813,98997.14063,98979,207,-8.09,-5.66,12.48,2.44,20.58,18.14
Oct 22 2021 16:51:00,flow rate=0.33,N=5,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99033.21094,99030.47656,99026.44531,98977,13,2.73,6.77,56.21,4.03,53.48,49.45
2,99034.23438,99030.63281,99026.8125,98977.07813,140,3.6,7.42,57.16,3.82,53.55,49.73
3,99034.75781,99030.64063,99026.64844,98977.1875,207,4.12,8.11,57.57,3.99,53.45,49.46
4,99034.29688,99031.39844,99027.03125,98977.42188,207,2.9,7.27,56.88,4.37,53.98,49.61
5,99034.39844,99030.85938,99026.79688,98977.625,208,3.54,7.6,56.77,4.06,53.23,49.17
mu,42.8125,31.171875,29.484375,-1.640625,190.5,,,,,,
sd,0.65255,0.414504,0.248449,0.183552,33.67,,,,,,
Q,0.445849,0.291517,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 22 2021 16:51:33,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,98988.6875,98997.28125,98995.20313,98976.57813,9,-8.59,-6.52,12.11,2.08,20.7,18.62
2,98988.97656,98997.45313,98995.35938,98976.78906,165,-8.48,-6.38,12.19,2.09,20.66,18.57
3,98989.22656,98997.55469,98995.57813,98976.97656,208,-8.33,-6.35,12.25,1.98,20.58,18.6
4,98989.13281,98997.97656,98995.74219,98977.15625,207,-8.84,-6.61,11.98,2.23,20.82,18.59
5,98989.25781,98997.9375,98995.69531,98977.35938,208,-8.68,-6.44,11.9,2.24,20.58,18.34
6,98989.33594,98998.17188,98995.82031,98977.29688,208,-8.84,-6.48,12.04,2.35,20.87,18.52
7,98989.36719,98998.20313,98996.08594,98977.57031,207,-8.84,-6.72,11.8,2.12,20.63,18.52
8,98989.21094,98998.125,98995.89844,98977.375,208,-8.91,-6.69,11.84,2.23,20.75,18.52
9,98989.25,98998.21094,98995.82031,98977.25,207,-8.96,-6.57,12,2.39,20.96,18.57
10,98989.26563,98998.14844,98995.61719,98977.25781,208,-8.88,-6.35,12.01,2.53,20.89,18.36
Oct 22 2021 16:51:33,flow rate=0.33,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99033.33594,99030.14063,99026.66406,98976.64844,10,3.2,6.67,56.69,3.48,53.49,50.02
2,99033.85938,99030.94531,99026.58594,98976.75781,183,2.91,7.27,57.1,4.36,54.19,49.83
3,99033.39063,99030,99026.55469,98976.6875,208,3.39,6.84,56.7,3.45,53.31,49.87
4,99033.8125,99030.50781,99026.82813,98976.78125,207,3.3,6.98,57.03,3.68,53.73,50.05
5,99033.57813,99030.46094,99026.66406,98976.67969,207,3.12,6.91,56.9,3.8,53.78,49.98
6,99033.95313,99030.60156,99026.76563,98976.8125,208,3.35,7.19,57.14,3.84,53.79,49.95
7,99033.89844,99030.64063,99026.5625,98976.625,207,3.26,7.34,57.27,4.08,54.02,49.94
8,99033.98438,99030.82813,99026.65625,98976.84375,208,3.16,7.33,57.14,4.17,53.98,49.81
9,99033.89844,99031.00781,99026.60156,98976.63281,207,2.89,7.3,57.27,4.41,54.38,49.97
10,99033.70313,99030.61719,99026.63281,98976.63281,208,3.09,7.07,57.07,3.98,53.98,50
mu,44.59375,32.835937,31.1875,-0.15625,201.25,,,,,,
sd,0.274551,0.42279,0.122285,0.061516,12.18,,,,,,
Q,0.448087,0.293796,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 22 2021 16:52:10,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,98988.80469,98997.26563,98995.28906,98976.88281,13,-8.46,-6.48,11.92,1.98,20.38,18.41
2,98988.89844,98997.35938,98995.40625,98976.96094,182,-8.46,-6.51,11.94,1.95,20.4,18.45
3,98989.24219,98997.22656,98995.48438,98976.98438,208,-7.98,-6.24,12.26,1.74,20.24,18.5
4,98988.91406,98997.55469,98995.38281,98976.79688,207,-8.64,-6.47,12.12,2.17,20.76,18.59
5,98988.91406,98997.45313,98995.40625,98976.77344,211,-8.54,-6.49,12.14,2.05,20.68,18.63
